"Name","Season","Region","Games","Win.rate","K.D","GPM","GDM","Game.duration","Kills...game","Deaths...game","Towers.killed","Towers.lost","FB.","FT.","DRAPG","DRA.","HERPG","HER.","DRA.15","TD.15","GD.15","NASHPG","NASH.","CSM","DPM","WPM","VWPM","WCPM","Region_ID"
"Gyeonggi",8,"KR",2,0,0.43,1635,-363,799,10,23,2,9,50,0,0,0,0.5,100,0,0,499,0.5,50,32.1,1811,4.8,0.86,2.01,17
"H2K",8,"EUW",41,29.3,0.6,1703,-167,625,7.6,12.6,4.8,8,22,34.1,1.02,29.1,0.59,61.5,0.39,-0.6,-1450,0.78,42.5,34.2,1796,3.7,1.24,1.42,11
"Hafnet eSports",8,"LAS",47,31.9,0.73,1696,-152,589,10,13.8,5.1,7.4,46.8,38.3,1.49,43,0.38,40.9,0.6,-0.4,-891,0.57,39.1,32.6,1767,4.1,1.42,1.39,19
"Hall of Fame",8,"VN",29,10.3,0.67,1729,-305,463,10.8,16.3,2.9,9,37.9,24.1,1.17,35.3,0.31,36,0.34,-1.3,-1990,0.34,22.6,34.2,1723,4.2,1.15,1.6,35
"Hanwha Life eSports",8,"KR",46,54.3,1,1781,30,596,9.3,9.3,6.8,5.2,56.5,67.4,1.85,51.8,0.59,61.4,0.63,0.3,-75,0.76,61.7,34.3,1667,3.7,1.41,1.58,17
"Hexagone eSports",8,"PT",12,25,0.59,1659,-236,518,11.1,18.7,3.6,7.4,8.3,16.7,1.75,49.4,0.17,18.2,0.25,-0.8,-2682,0.5,31.8,31.5,1784,2.9,0.91,0.97,27
"Hong Kong Attitude",8,"TW",77,41.6,0.84,1751,-39,674,9.6,11.4,5.6,6.3,54.5,45.5,1.87,52.3,0.43,47.1,0.48,-0.2,-163,0.64,46.5,34.7,1820,4,1.45,1.73,33
"HWA Gaming",8,"TR",61,45.9,0.88,1725,-98,605,11.1,12.7,5.5,6.8,54.1,37.7,1.48,40.2,0.34,37.5,0.5,-0.4,-643,0.56,39,32.6,1774,3.7,1.3,1.32,32
"I Gaming Star",8,"KR",2,0,0.27,1557,-493,474,4,15,0.5,10,50,0,1,33.3,0.5,50,0,-1.5,-2598,0,0,35,1246,4.9,1.03,2.93,17
"IDM Gaming",8,"BR",22,40.9,0.83,1699,-146,515,9.8,11.9,5.1,7,45.5,31.8,1.55,47.3,0.36,38.1,0.59,0.1,-625,0.5,33.3,32.7,1589,3,1.29,1.15,2
"Illuminar Gaming",8,"EUW",17,47.1,0.83,1772,8,733,9.8,11.8,6.8,6.3,64.7,47.1,2.88,62.8,0.35,35.3,1.06,0.2,-289,0.94,56.9,34.7,1967,4.2,1.31,1.46,11
"Infinity eSports",8,"LAN",60,60,1.23,1800,82,649,13.2,10.6,6.8,4.9,48.3,63.3,1.68,53.9,0.52,54.4,0.5,0.6,453,0.7,57.2,33.1,2053,3.6,1.43,1.42,18
"Inside Games",8,"CZ",28,39.3,0.7,1727,-159,410,13.6,18.2,4.8,7.3,46.4,32.1,1.11,34.7,0.25,26.9,0.36,-0.6,-1787,0.5,42.9,30.1,1901,2.8,0.98,0.97,6
"INTZ eSports",8,"BR",36,38.9,0.91,1718,-101,715,10.9,12,5.9,7,50,55.6,1.42,40.6,0.39,50,0.44,-0.3,-714,0.69,42.2,32.6,1840,3.9,1.35,1.39,2
"Invictus Gaming",8,"CN",131,74.8,1.32,1953,240,417,15.1,11.4,7.8,3.7,45,64.1,1.73,62.6,0.09,70.6,0.44,0.6,1085,0.79,69.1,35.2,2190,3.5,1.34,1.43,5
"iNvolute",8,"CZ",10,10,0.5,1604,-392,238,8.3,16.4,2.2,9,40,10,0.7,22.5,0,0,0.1,-2.5,-3873,0.3,31.3,30.7,1745,3,0.83,0.89,6
"Isurus Gaming",8,"LAS",56,66.1,1.46,1848,166,671,12.9,8.8,7.4,4.9,60.7,62.5,1.8,52.3,0.55,58.5,0.5,0.6,1347,0.79,62,35.1,1922,4.2,1.54,1.55,19
"J Team",8,"TW",85,43.5,0.92,1741,-41,724,10.6,11.5,5.4,6.3,42.4,44.7,1.68,49,0.38,45.1,0.49,0,-94,0.61,41.8,33.9,1817,3.8,1.29,1.49,33
"JD Gaming",8,"CN",120,55,1.1,1817,27,573,11.7,10.6,6.6,5.4,55.8,54.2,1.67,50.6,0,0,0,0,0,0.66,51.6,34.1,1837,3.7,1.28,1.48,5
"Jin Air Green Wings",8,"KR",97,39.2,0.93,1757,-73,848,8.7,9.4,5.4,6.9,50.5,47.4,1.8,43.4,0.43,48.8,0.57,0,-192,0.62,39.3,36.1,1726,4.4,1.27,1.87,17
"K1ck eSports Club",8,"PT",12,91.7,2.47,1972,389,330,16.1,6.5,9.3,2.9,83.3,91.7,2,76.4,1,100,0.42,1.8,3509,0.83,83.3,34.2,1906,3.3,1.22,1.19,27
"KaBuM! e-Sports",8,"BR",60,65,1.06,1856,107,438,12.6,12,7.2,4.9,45,58.3,1.62,53.6,0.45,46.6,0.44,0.2,208,0.85,60.2,33.9,1955,3.7,1.35,1.38,2
"Kaos Latin Gamers",8,"LAS",76,69.7,1.31,1866,186,504,14.7,11.2,7.6,4.2,71.1,57.9,2.03,65,0.42,47.1,0.8,0.4,852,0.79,69.1,33.2,2074,3.7,1.38,1.45,19
"Kingzone DragonX",8,"KR",116,65.5,1.28,1881,162,651,11,8.6,7.3,4.2,54.3,62.9,2.27,63.9,0.37,50,0.7,0.3,626,0.91,67,36.7,1825,4.2,1.31,1.82,17
"KIYF",8,"ES",61,44.3,0.92,1771,-49,571,12.1,13.1,6,6.7,31.1,39.3,1.41,42.3,0.41,52.1,0.53,0,-204,0.64,55.8,33.3,1944,3.5,1.29,1.21,9
"Klik Tech",8,"EUW",9,44.4,0.89,1831,65,611,9.9,11,6.4,5.8,44.4,44.4,1.89,49.1,0.33,37.5,0.78,-0.3,350,0.89,51.9,35.3,2066,4,1.08,1.47,11
"Kongdoo Monster",8,"KR",54,25.9,0.65,1691,-244,789,7.4,11.4,3.9,7.9,35.2,38.9,1.24,32.6,0.17,23.1,0.41,0,-766,0.61,28.9,35,1648,4.5,1.39,1.76,17
"KSV eSports",8,"KR",47,48.9,0.73,1787,-76,846,7.6,10.4,5.3,6.9,42.6,44.7,1.91,53,0.34,44.4,0.57,-0.1,-414,0.6,36.9,37.3,1823,4.5,1.48,2.26,17
"KT Rolster",8,"KR",124,66.1,1.23,1846,111,717,10.5,8.6,7.3,4.8,62.9,61.3,2.01,57.6,0.42,55.9,0.63,0.4,781,0.81,61.7,36.2,1846,4.3,1.44,1.86,17
"Kuala Lumpur Hunters",8,"SEA",16,37.5,0.93,1776,-21,454,13.8,14.8,5.7,5.9,50,68.8,1.75,61.6,0.5,50,0.63,0.8,719,0.5,46.9,32.3,2004,3.6,1.38,1.33,30
"Legacy eSports",8,"OCE",75,52,0.98,1811,14,584,13.1,13.3,6.7,5.9,57.3,61.3,1.87,55.2,0.56,60.9,0.64,0.3,265,0.97,55.4,33.5,1994,3.5,1.11,1.32,24
"Legatum",8,"LAS",48,31.3,0.72,1655,-182,570,8.5,11.8,4.5,7.7,29.2,39.6,1.25,35.6,0.5,51.1,0.29,-0.4,-1002,0.67,37.9,32.5,1632,3.6,1.33,1.4,19
"LGD Gaming",8,"CN",93,40.9,0.9,1792,-72,552,12,13.4,5.2,6.9,44.1,38.7,1.51,43.3,0,0,0,0,0,0.6,41.8,34,1897,3.6,1.22,1.64,5
"Longzhu Gaming",8,"KR",10,60,1.29,1920,146,809,16,12.3,6.9,5.3,70,60,2.1,57.7,0.2,33.3,0.6,-0.4,112,1.4,78.3,35.6,2240,6.2,1.31,2.68,17
"M19 Team",8,"CIS",37,56.8,1.15,1758,50,713,11.9,10.4,6.3,6,64.9,48.6,2.16,55.7,0.68,69.4,0.7,0.1,446,0.78,51,33.3,1877,3.4,1.11,1.38,4
"Machi E-Sports",8,"TW",78,44.9,0.86,1747,-44,763,9.4,10.9,5.6,6.3,38.5,44.9,1.86,47,0.32,41.7,0.47,-0.2,-262,0.71,43.9,34.7,1821,3.6,1.11,1.73,33
"MAD Lions E.C.",8,"EUW",92,70.7,1.32,1891,211,451,12.5,9.5,7.7,4,50,59.8,2.09,65.2,0.51,61.8,0.72,0.6,1301,0.67,67.1,35.5,1921,3.5,1.27,1.38,11
"MAD Team",8,"TW",89,47.2,1.07,1749,-17,691,10.3,9.6,5.6,6.4,58.4,48.3,1.75,49.4,0.36,41.6,0.54,-0.1,83,0.79,51.7,33.8,1799,4.1,1.41,1.57,33
"Majestic Lions",8,"CZ",28,50,1.16,1789,4,545,15.5,13.4,6,6,46.4,50,2,56.8,0.46,50,0.61,-0.3,135,0.75,50.7,31.5,2002,3,1.01,1.07,6
"Mammoth eSports",8,"OCE",24,37.5,0.9,1779,-63,560,12.5,13.9,5.2,7.2,41.7,37.5,1.08,38.8,0.17,17.4,0.22,-1,-1012,0.67,50,33.3,1826,3.2,1.11,1.2,24
"MEGA",8,"SEA",14,57.1,1.11,1799,48,555,14.1,12.6,6.6,6,28.6,42.9,1.71,42.9,0.43,42.9,0.43,0,-316,0.64,48.8,33.1,1791,2.9,1.13,1.21,30
"Millenium",8,"EUW",21,66.7,1.32,1891,153,617,14.4,11,7.9,5.3,47.6,66.7,1.71,52.1,0.19,30.8,0.48,0,-137,1,66.7,33.1,2058,4.2,1.29,1.71,11
"Misfits",8,"EUW",52,50,1.1,1781,28,656,11.2,10.2,6.3,6.3,59.6,61.5,1.67,48.1,0.65,65.4,0.52,0.5,908,0.85,56.6,33.7,1766,4,1.63,1.55,11
"Misfits Academy",8,"EUW",8,25,0.76,1664,-227,556,11.8,15.4,5.1,8.4,62.5,37.5,1.5,40,0.5,50,0.63,0.6,113,0.5,29.2,30.9,1985,3.2,1.16,1.13,11
"Mousesports",8,"EUW",7,42.9,0.72,1741,-3,522,8.4,11.7,5.9,6,71.4,42.9,1.57,46.4,0.43,42.9,0.86,0.1,1062,0.71,57.1,35.2,1699,2.9,1.22,1.43,11
"Movistar Riders",8,"ES",76,63.2,1.32,1835,103,557,13.3,10.2,7,5.3,50,56.6,1.89,60.1,0.49,62.7,0.56,0.6,843,0.62,62.1,34.1,1921,3.9,1.4,1.42,9
"MVP",8,"KR",107,33.6,0.74,1731,-137,721,7.8,10.6,4.2,7.4,49.5,41.1,1.74,43,0.36,44.8,0.63,-0.4,-253,0.6,33.6,35.2,1792,3.9,1.19,1.71,17
"Ninjas In Pyjamas",8,"EUW",27,55.6,0.97,1817,51,458,11.4,11.8,6.4,5.4,37,55.6,1.44,48.1,0.52,56,0.63,0.3,556,0.7,53.1,34.7,1813,3.3,1.31,1.26,11
"OMG",8,"CN",88,31.8,0.81,1738,-150,605,10.9,13.5,4.8,7.1,39.8,31.8,1.45,40.2,0,0,0,0,0,0.48,33.1,33.9,1690,3.6,1.08,1.54,5
"OpTic Gaming",8,"N/A",36,38.9,0.82,1715,-109,912,8.5,10.4,5.8,7.3,47.2,36.1,1.64,39.4,0.39,43.8,0.25,-0.2,-674,0.92,46,33.8,1761,3.9,1.27,1.64,22
"OpTic Gaming Academy",8,"N/A",36,33.3,0.8,1741,-106,587,10,12.6,5,7.3,47.2,50,1.31,39.5,0.5,52.9,0.47,0.1,-78,0.5,36.3,33.6,1752,3.7,1.15,1.28,22
"Order",8,"OCE",57,59.6,1.18,1858,82,570,14.2,12,6.8,5.1,52.6,52.6,1.88,55.6,0.53,56.6,0.57,0.3,133,0.74,55.6,34.2,2126,3.7,1.23,1.34,24
"Origen",8,"EUW",14,78.6,1.69,1863,145,721,14.3,8.4,7.5,5.6,35.7,50,2.43,63.9,0.36,41.7,0.79,0.2,700,1.14,67.9,34.5,2149,4.4,1.18,1.68,11
"Outplayed",8,"EUW",5,60,1.74,1713,-60,742,12.2,7,7.2,6,60,20,1,25,0.4,50,0.4,-0.6,-1819,0.8,46.7,31.4,1727,3.3,1.16,1.15,11
"paiN Gaming",8,"BR",19,36.8,0.9,1736,-89,853,9,9.9,5.6,7.3,47.4,63.2,1.47,46.8,0.37,38.9,0.32,0.2,-152,1.05,50.9,34,1896,4.1,1.2,1.64,2
"Panathinaikos AC",8,"EUW",6,50,1.19,1841,116,281,12.3,10.3,5.5,5,16.7,50,1,36.1,0.67,66.7,0.33,0.2,991,0.67,60,33.7,1761,3,1.08,1.19,11
"Penguins",8,"ES",61,37.7,0.79,1728,-135,545,10.7,13.5,5.3,7.5,42.6,41,1.79,46.7,0.33,40.8,0.65,-0.5,-816,0.46,29.4,33.6,1725,3.6,1.19,1.44,9
"Pentagram",8,"JP",65,53.8,1.03,1784,55,667,10.6,10.3,6.4,5.4,50.8,58.5,2.09,57.7,0.43,50.9,0.66,0.1,648,0.6,46.6,34,1926,3.4,1.12,1.44,15
"Phong Vu Buffalo",8,"VN",44,70.5,1.41,1942,226,508,16.6,11.8,7.7,4.1,68.2,72.7,2.5,70,0.7,72.1,1.02,1.3,2174,0.89,62.6,35.1,2178,3.6,1.64,1.45,35
"Pixel eSports Club",8,"LAN",14,35.7,0.8,1715,-133,548,10.1,12.6,5,7.4,42.9,57.1,1.57,35.6,0.57,57.1,0.57,0.1,-430,0.5,33.3,32.3,1606,2.8,1.09,1.18,18
"Predators eSports",8,"LAN",35,57.1,0.92,1764,-3,654,10.1,11.1,6.4,6,45.7,51.4,1.8,48.2,0.49,51.5,0.71,0,-10,0.97,58.1,33.3,1726,3.7,1.32,1.32,18
"ProGaming eSports",8,"BR",41,43.9,1.01,1764,-24,813,12.4,12.2,6.3,6.9,58.5,48.8,1.88,44.8,0.44,51.4,0.46,0.1,591,0.8,46.7,32.9,1952,4.5,1.73,1.55,2
"Rainbow7",8,"LAN",50,68,1.65,1863,182,734,14.4,8.7,7.5,4.9,58,48,2.18,61.7,0.54,60,0.64,0.1,1007,0.96,66.1,34.8,2007,3.3,1.11,1.53,18
"Rascal Jester",8,"JP",24,29.2,0.9,1697,-180,752,11.7,13,4.6,8,50,37.5,1.29,39.7,0.17,21.1,0.38,-0.5,-962,0.75,40.9,33.1,1781,3.6,1.08,1.46,15
"Rebirth eSports",8,"LAS",66,66.7,1.1,1798,91,603,11,10.1,7.2,5.2,45.5,53,2.14,65.4,0.41,42.9,0.77,0.1,108,0.8,60.8,33.5,1866,3.7,1.41,1.41,19
"Red Canids",8,"BR",37,51.4,1.19,1794,15,770,12.3,10.3,6.1,6.9,43.2,43.2,1.81,50.6,0.46,51.5,0.49,-0.2,230,0.81,43,34.6,1931,3.4,1.19,1.48,2
"Resurgence",8,"SEA",10,40,0.63,1689,-184,587,11.1,17.6,5.3,7.3,70,30,1.8,45.7,0.7,70,0.7,-0.3,-1402,0.9,51.7,31.1,1722,3.2,1.25,1.14,30
"Roccat",8,"EUW",39,38.5,0.91,1751,-52,812,9.7,10.7,5.8,7,59,53.8,1.31,39.7,0.41,44.4,0.31,0.2,-145,0.69,36.5,34.7,1765,4.2,1.52,1.53,11
"Rogue Warriors",8,"CN",115,61.7,1.05,1877,88,491,12.5,11.9,6.5,5,42.6,54.8,1.93,57.8,0,0,0,0,0,0.8,61.4,35.4,1926,3.9,1.21,1.58,5
"RoX",8,"CIS",41,56.1,1.06,1799,60,596,11.8,11.1,6.2,5.4,43.9,58.5,1.56,52.4,0.37,41.7,0.44,0,-142,0.68,53.4,34.1,2021,3.3,1.16,1.33,4
"ROX Tigers",8,"KR",50,50,0.93,1821,1,815,9.7,10.4,6.5,5.8,52,66,1.86,50.4,0.52,66.7,0.54,0.3,195,0.82,51.1,35.7,1854,4.8,1.12,1.89,17
"Royal Bandits",8,"TR",76,73.7,1.58,1900,241,421,14.3,9.1,7.6,3.9,53.9,64.5,1.92,65.2,0.5,55.1,0.7,0.8,1384,0.78,70,34.2,1992,3.6,1.12,1.38,32
"Royal Never Give Up",8,"CN",154,65.6,1.34,1865,123,620,12.8,9.5,7.2,5,48.7,59.7,2.05,60.2,0.09,51.9,0.6,0.6,617,0.75,60.3,35.1,1855,3.7,1.3,1.64,5
"Samsung Galaxy",8,"KR",5,60,0.98,1874,156,444,9,9.2,7.8,4.2,0,100,1.2,56.7,0.6,75,0.8,2,1979,0.8,60,35.1,2064,5.2,1.38,2.36,17
"SCARZ Burning Core",8,"JP",27,40.7,0.84,1704,-69,665,12.1,14.3,5.8,6.3,48.1,59.3,2.26,61.2,0.48,54.2,0.81,0,-223,0.59,43.2,31.3,1950,3.3,1.42,1.2,15
"Sin Gaming",8,"OCE",24,25,0.64,1712,-235,524,9.5,14.8,4.2,8,58.3,33.3,0.96,30.6,0.17,20,0.33,-0.8,-1449,0.67,31.2,33.9,1689,4.1,0.97,1.27,24
"SK Telecom T1",8,"KR",111,46.8,0.97,1803,4,774,9.3,9.6,5.9,6.1,42.3,36,2.17,54.6,0.36,44.9,0.69,-0.2,-519,0.79,49.4,36.1,1801,4.3,1.36,1.86,17
"Snake Esports",8,"CN",96,47.9,0.94,1812,-17,659,10.5,11.1,5.7,6.4,47.9,32.3,1.68,46.7,0,0,0,0,0,0.71,48.9,35.8,1793,4.5,1.35,1.65,5
"Solary",8,"EUW",10,30,0.77,1786,-203,470,16,20.6,4.8,8.3,30,30,1.7,46.7,0.2,25,0.5,-1.2,-1716,0.3,27.8,30.9,2093,3.2,0.57,1.48,11
"SPG eSports",8,"EUW",5,20,0.52,1581,-368,570,6.4,12.4,2.4,9.4,40,20,1.4,30,0,0,0.4,-0.6,-1363,0.2,10,33.7,1819,3.1,0.98,1.39,11
"Splyce",8,"EUW",68,51.5,1.13,1751,-31,776,10.4,9.2,6.1,6.9,64.7,44.1,1.9,49.2,0.26,28.1,0.68,-0.4,-451,0.78,49.1,33.8,1758,3.8,1.43,1.62,11
"Suning Gaming",8,"CN",99,53.5,1.24,1848,64,669,13,10.4,6.4,5.6,58.6,57.6,1.77,51.9,0,0,0,0,0,0.68,54,35.3,1797,3.8,1.26,1.61,5
"Szata Maga+6",8,"EUW",9,66.7,1.48,1753,-8,830,14.3,9.7,7.1,6.9,66.7,22.2,1.67,33.8,0.67,66.7,0.33,-1,-1609,1,56.3,32.5,2006,3.3,1.32,1.29,11
"Team Afro",8,"TW",68,30.9,0.73,1670,-204,797,9.4,12.9,4.3,7.8,52.9,38.2,1.46,36.4,0.31,42,0.44,-0.2,-682,0.6,33.3,33.4,1842,4,1.33,1.52,33
"Team Anything",8,"SEA",6,16.7,0.87,1717,-312,516,19.8,22.8,3.5,10.5,66.7,33.3,1,27.8,0.17,16.7,0.33,-0.7,-1283,0,0,29.9,2164,2.7,1,0.91,30
"Team Atlantis",8,"EUW",8,25,0.66,1643,-231,873,11,16.5,5.5,8.3,25,25,2.13,51.2,0.38,50,0.63,-0.4,-1027,0.75,27.1,31.1,2068,3.6,1.13,1.38,11
"Team Aurora",8,"TR",67,34.3,0.79,1743,-109,591,11.5,14.6,5.4,6.8,53.7,37.3,1.42,38.5,0.52,54.7,0.51,-0.4,-655,0.6,40.5,33.1,1920,3.4,1.11,1.36,32
"Team Battlecomics",8,"KR",12,58.3,0.76,1816,-10,642,9.7,12.6,6.9,5.4,66.7,75,2.5,62.8,0.33,36.4,0.75,0.5,259,0.83,58.3,35.2,1672,4.2,1.41,1.81,17
"Team Furca",8,"CZ",10,40,0.75,1778,-89,376,16.3,21.6,5.2,6,10,60,1,35,0.3,30,0.3,-0.1,-564,0.5,35,30.7,2082,2.3,0.78,1.1,6
"Team Just Alpha",8,"CIS",42,52.4,1.14,1803,55,722,14.4,12.7,6.8,5.7,59.5,71.4,2.17,54.1,0.57,58.5,0.74,0.5,965,0.95,56.3,33.1,2042,3.9,1.4,1.44,4
"Team LDLC",8,"EUW",18,55.6,1.12,1841,75,594,11.9,10.7,6.4,5.6,55.6,44.4,1.56,53.7,0.56,83.3,0.56,0.7,1369,0.78,58.3,33.9,1976,4.8,1.12,1.63,11
"Team Liquid",8,"N/A",76,63.2,1.18,1840,102,551,10.8,9.1,6.8,5,51.3,48.7,2.42,64.3,0.49,52.9,0.82,0,331,0.74,59.8,35.7,1801,3.9,1.32,1.52,22
"Team Liquid Academy",8,"N/A",45,62.2,1.2,1864,115,498,13.3,11,6.9,4.8,55.6,46.7,1.93,56.8,0.49,53.7,0.75,0.2,293,0.8,59.3,34.5,1889,3.5,1.23,1.33,22
"Team Mineski",8,"SEA",10,50,1.08,1894,102,459,17.6,16.2,6.9,6.2,70,70,1.3,41.8,0.4,40,0.3,0.3,1254,0.9,66.7,32.1,2312,2.7,0.89,1.2,30
"Team oNe eSports",8,"BR",15,26.7,0.54,1716,-186,732,8.1,14.9,4.5,8.3,33.3,40,2,52.9,0.27,30.8,0.6,-0.3,-705,0.47,22.2,34,1919,4.2,1.34,1.48,2
"Team SoloMid",8,"N/A",65,55.4,1.17,1827,86,725,11,9.4,7.2,5.7,55.4,43.1,2.29,57.8,0.55,57.1,0.66,-0.2,280,0.91,59.1,35.4,1930,3.7,1.23,1.28,22
"Team Vitality",8,"EUW",66,56.1,0.98,1806,40,624,11.4,11.6,6.8,5.8,45.5,63.6,1.98,62.6,0.53,56.5,0.67,0.5,703,0.85,52.1,34,1872,3.8,1.21,1.49,11
"Team WE",8,"CN",99,44.4,0.96,1792,-19,700,10.8,11.2,5.7,6.5,50.5,49.5,1.83,48.8,0,0,0,0,0,0.8,49,34.7,1822,3.9,1.15,1.65,5
"Tectonic",8,"OCE",44,18.2,0.55,1670,-301,579,9.2,16.7,3.6,8.9,34.1,31.8,0.82,22.6,0.41,43.9,0.27,-0.4,-1099,0.36,18,32.5,1833,3.3,1.09,1.17,24
"Topsports Gaming",8,"CN",99,37.4,0.81,1761,-114,646,10.7,13.2,5.4,6.9,49.5,48.5,1.63,42.9,0,0,0,0,0,0.58,36.7,34.2,1755,3.8,1.14,1.57,5
"TSM Academy",8,"N/A",36,41.7,0.82,1727,-81,760,9.1,11.1,5.5,7.1,61.1,33.3,2.06,55.8,0.5,60,0.58,-0.5,-483,0.81,42.2,33.8,1810,3.3,1.05,1.26,22
"Turing eSports",8,"EUW",3,33.3,0.67,1692,-212,683,8.7,13,5,8.3,33.3,33.3,1.67,38.3,0,0,0.67,-1,-1216,0.33,33.3,33.7,1735,3,1.13,1.19,11
"Ultimate",8,"VN",40,57.5,1.07,1877,45,509,12.5,11.7,7,5.1,60,65,1.43,47.8,0.45,60,0.45,0.5,622,0.73,50.8,35.2,1963,4.2,0.95,1.54,35
"Unicorns Of Love",8,"EUW",36,36.1,0.78,1729,-121,664,9.8,12.5,5.4,7.2,44.4,47.2,1.44,46.9,0.33,36.4,0.25,-0.3,-843,0.78,42.8,33.8,1794,3.8,1.14,1.41,11
"Universidad Catolica",8,"LAS",21,23.8,0.68,1667,-214,660,8.6,12.7,4.1,8.3,42.9,42.9,1.24,33.3,0.29,33.3,0.24,-0.5,-995,0.57,28.2,33.3,1695,4.2,1.31,1.62,19
"Unsold Stuff Gaming",8,"JP",64,50,0.97,1774,13,654,10.7,11,5.7,6.2,43.8,40.6,1.66,49,0.42,48.2,0.51,-0.1,-196,0.72,49.6,34.1,1823,3.9,1.28,1.46,15
"V3 Esports",8,"JP",50,38,0.74,1692,-146,658,10.2,13.8,5.2,7.1,44,46,1.48,39.7,0.48,49,0.42,-0.2,-881,0.74,39.5,32.1,1930,3.4,1.23,1.36,15
"Vaevictis eSports",8,"CIS",28,14.3,0.65,1617,-272,646,9.4,14.5,3.7,8.4,57.1,42.9,1.43,35.3,0.18,20.8,0.39,-0.4,-780,0.5,25.9,31.6,1823,3.6,1.17,1.3,4
"Vega Squadron",8,"CIS",28,42.9,0.85,1740,-44,662,11.5,13.4,5.5,6.6,46.4,50,1.36,45.5,0.36,40,0.57,0.2,-89,0.64,47,32.6,1955,3.4,1.19,1.46,4
"Vici Gaming",8,"CN",89,21.3,0.6,1688,-251,584,9.1,15.2,4,8.2,37.1,23.6,1.22,33.2,0,0,0,0,0,0.45,24.7,33.5,1763,3.6,1.16,1.51,5
"Vikings Gaming",8,"VN",34,14.7,0.61,1640,-418,357,11.6,18.8,2.4,8.7,32.4,5.9,0.88,31.2,0.15,15.2,0.38,-1.7,-3071,0.32,19.3,31.4,1682,2.9,1.17,1.1,35
"Vivo Keyd",8,"BR",58,56.9,1.25,1835,99,582,14.4,11.5,6.8,5.3,62.1,50,1.64,54.4,0.55,59.3,0.43,-0.1,268,0.93,64.4,33.5,1920,3.8,1.4,1.3,2
"Vodafone Giants Gaming",8,"EUW",76,60.5,1.29,1845,117,494,13.7,10.6,7.1,5.3,48.7,39.5,1.93,59.3,0.42,51.6,0.66,0.3,559,0.66,62.2,33.6,1998,3.2,1.1,1.24,11
"Wind And Rain",8,"EUW",3,0,0.41,1617,-321,568,7,17,3,9.7,33.3,33.3,1,26.1,0.33,33.3,0.67,-0.7,-2494,0.33,16.7,32.3,1651,3.7,1.72,1.36,11
"XD Prinfor",8,"PT",12,16.7,0.51,1583,-344,289,7,13.8,2.5,8.7,41.7,41.7,0.42,13.2,0.08,8.3,0.25,-1.3,-1770,0.08,11.1,31.1,1415,3.1,1.12,0.98,27
"yng Sharks",8,"PT",12,50,1.01,1779,33,431,12.2,12.1,6.1,5.5,50,50,1.92,61.9,0.42,45.5,0.67,-0.2,-214,0.83,55.6,31.8,1876,2.7,0.96,1.23,27
"Young Generation",8,"VN",39,53.8,1.04,1892,39,629,13.8,13.1,6.5,6.8,56.4,56.4,1.56,48,0.38,48.4,0.54,0.2,591,0.77,54.2,35.6,2156,4.8,1.36,1.85,35
"YouthCrew Esports",8,"TR",70,41.4,0.87,1774,-59,539,11.6,13.3,5.6,6.6,47.1,41.4,1.8,50.5,0.49,52.3,0.7,-0.1,-578,0.59,38.7,34.2,1778,3.5,1.11,1.47,32
"Zaga Talent Gaming",8,"LAN",27,14.8,0.55,1611,-334,554,7.7,14,3.1,9.1,33.3,3.7,1.22,31.4,0.22,22.2,0.3,-1,-2073,0.52,28.2,32,1579,3.5,1.02,1.17,18
"1907 Fenerbahce",7,"TR",22,63.6,1.19,1882,121,712,13.3,11.1,7.5,5.5,31.8,31.8,1.73,51.5,0.23,23.8,0.45,0.1,309,1,65.2,31.6,2046,3.3,0.87,1.31,32
"Afreeca Freecs",7,"KR",108,52.8,1.04,1814,37,752,11,10.5,6.5,6,48.1,48.1,2.07,56.2,0.3,55.2,0.46,-0.1,-147,0.74,49.9,32.9,1885,4,1.02,1.55,17
"ahq e-Sports Club",7,"TW",90,64.4,1.16,1849,148,652,12.2,10.4,6.8,4.8,51.1,56.7,2,60,0.39,71.4,0.47,0.1,527,0.84,65.9,32.9,1865,3.5,0.9,1.54,33
"Ascension Gaming",7,"SEA",4,0,0.55,1656,-404,925,11,20,2.5,10.8,0,0,1.75,31.3,0.25,33.3,0.67,-1.3,-1599,0.75,25,30.4,1561,3.6,0.88,1.19,30
"bbq Olivers",7,"KR",99,35.4,0.9,1727,-114,731,9.1,10,5,7.3,40.4,41.4,1.71,46.2,0.21,37.5,0.4,-0.4,-404,0.57,33.4,32.5,1741,3.8,1.03,1.31,17
"Big Gods Jackals",7,"N/A",37,37.8,0.8,1703,-122,656,11.4,14.2,5.2,7.1,43.2,59.5,1.73,47.7,0.3,44,0.54,0.3,-161,0.49,35.8,30,2026,3.4,0.86,1.08,22
"CJ Entus",7,"KR",9,33.3,0.8,1667,-270,833,8.1,10.1,3.9,8.1,44.4,44.4,0.89,28.7,0.11,14.3,0.11,0.2,-828,0.67,37.5,31.3,1632,3.6,1.05,1.75,17
"CLG",7,"N/A",114,53.5,1.04,1785,-4,734,14.6,14.1,6.6,6,57.9,44.7,1.93,53.2,0.18,38.9,0.44,-0.1,-403,0.81,54.2,29.8,1999,3.5,1.15,1.25,22
